День месяца;День недели;№ Шара;Кол-во выпадений;Шанс (%);Тип
7;вторник;18;1;0,0833;Редкое
7;среда;9;3;0,25;Частое
7;среда;1;2;0,1667;Частое
7;среда;2;2;0,1667;Частое
7;среда;12;1;0,0833;Частое
7;среда;19;1;0,0833;Частое
7;среда;3;1;0,0833;Частое
7;среда;18;1;0,0833;Частое
7;среда;15;1;0,0833;Частое
7;среда;9;3;0,25;Редкое
7;среда;1;2;0,1667;Редкое
7;среда;2;2;0,1667;Редкое
7;среда;12;1;0,0833;Редкое
7;среда;19;1;0,0833;Редкое
7;среда;3;1;0,0833;Редкое
7;среда;18;1;0,0833;Редкое
7;среда;15;1;0,0833;Редкое
7;четверг;19;2;0,1667;Частое
7;четверг;2;2;0,1667;Частое
7;четверг;4;1;0,0833;Частое
7;четверг;11;1;0,0833;Частое
7;четверг;8;1;0,0833;Частое
7;четверг;16;1;0,0833;Частое
7;четверг;17;1;0,0833;Частое
7;четверг;15;1;0,0833;Частое
7;четверг;3;1;0,0833;Частое
7;четверг;20;1;0,0833;Частое
7;четверг;19;2;0,1667;Редкое
7;четверг;2;2;0,1667;Редкое
7;четверг;4;1;0,0833;Редкое
7;четверг;11;1;0,0833;Редкое
7;четверг;8;1;0,0833;Редкое
7;четверг;16;1;0,0833;Редкое
7;четверг;17;1;0,0833;Редкое
7;четверг;15;1;0,0833;Редкое
7;четверг;3;1;0,0833;Редкое
7;четверг;20;1;0,0833;Редкое
7;пятница;19;2;0,1667;Частое
7;пятница;4;2;0,1667;Частое
7;пятница;18;2;0,1667;Частое
7;пятница;3;1;0,0833;Частое
7;пятница;10;1;0,0833;Частое
7;пятница;9;1;0,0833;Частое
7;пятница;15;1;0,0833;Частое
7;пятница;12;1;0,0833;Частое
7;пятница;14;1;0,0833;Частое
7;пятница;19;2;0,1667;Редкое
7;пятница;4;2;0,1667;Редкое
7;пятница;18;2;0,1667;Редкое
7;пятница;3;1;0,0833;Редкое
7;пятница;10;1;0,0833;Редкое
7;пятница;9;1;0,0833;Редкое
7;пятница;15;1;0,0833;Редкое
7;пятница;12;1;0,0833;Редкое
7;пятница;14;1;0,0833;Редкое
7;суббота;2;5;0,2083;Частое
7;суббота;10;2;0,0833;Частое
7;суббота;15;2;0,0833;Частое
7;суббота;6;2;0,0833;Частое
7;суббота;16;2;0,0833;Частое
7;суббота;3;2;0,0833;Частое
7;суббота;4;1;0,0417;Частое
7;суббота;13;1;0,0417;Частое
7;суббота;17;1;0,0417;Частое
7;суббота;8;1;0,0417;Частое
7;суббота;3;2;0,0833;Редкое
7;суббота;4;1;0,0417;Редкое
7;суббота;13;1;0,0417;Редкое
7;суббота;17;1;0,0417;Редкое
7;суббота;8;1;0,0417;Редкое
7;суббота;11;1;0,0417;Редкое
7;суббота;14;1;0,0417;Редкое
7;суббота;1;1;0,0417;Редкое
7;суббота;18;1;0,0417;Редкое
7;суббота;5;1;0,0417;Редкое
7;воскресенье;14;5;0,119;Частое
7;воскресенье;17;4;0,0952;Частое
7;воскресенье;20;4;0,0952;Частое
7;воскресенье;4;3;0,0714;Частое
7;воскресенье;13;3;0,0714;Частое
7;воскресенье;15;2;0,0476;Частое
7;воскресенье;2;2;0,0476;Частое
7;воскресенье;5;2;0,0476;Частое
7;воскресенье;12;2;0,0476;Частое
7;воскресенье;9;2;0,0476;Частое
7;воскресенье;9;2;0,0476;Редкое
7;воскресенье;19;2;0,0476;Редкое
7;воскресенье;8;2;0,0476;Редкое
7;воскресенье;18;2;0,0476;Редкое
7;воскресенье;3;2;0,0476;Редкое
7;воскресенье;11;1;0,0238;Редкое
7;воскресенье;16;1;0,0238;Редкое
7;воскресенье;7;1;0,0238;Редкое
7;воскресенье;1;1;0,0238;Редкое
7;воскресенье;10;1;0,0238;Редкое
8;понедельник;20;4;0,0952;Частое
8;понедельник;7;4;0,0952;Частое
8;понедельник;4;3;0,0714;Частое
8;понедельник;13;3;0,0714;Частое
8;понедельник;18;3;0,0714;Частое
8;понедельник;15;3;0,0714;Частое
8;понедельник;9;3;0,0714;Частое
8;понедельник;2;2;0,0476;Частое
8;понедельник;14;2;0,0476;Частое
8;понедельник;17;2;0,0476;Частое
8;понедельник;14;2;0,0476;Редкое
8;понедельник;17;2;0,0476;Редкое
8;понедельник;5;2;0,0476;Редкое
8;понедельник;12;2;0,0476;Редкое
8;понедельник;10;2;0,0476;Редкое
8;понедельник;8;2;0,0476;Редкое
8;понедельник;1;2;0,0476;Редкое
8;понедельник;19;1;0,0238;Редкое
8;понедельник;16;1;0,0238;Редкое
8;понедельник;3;1;0,0238;Редкое
8;среда;10;2;0,1667;Частое
8;среда;12;2;0,1667;Частое
8;среда;8;2;0,1667;Частое
8;среда;11;1;0,0833;Частое
8;среда;2;1;0,0833;Частое
8;среда;7;1;0,0833;Частое
8;среда;6;1;0,0833;Частое
8;среда;18;1;0,0833;Частое
8;среда;20;1;0,0833;Частое
8;среда;10;2;0,1667;Редкое
8;среда;12;2;0,1667;Редкое
8;среда;8;2;0,1667;Редкое
8;среда;11;1;0,0833;Редкое
8;среда;2;1;0,0833;Редкое
8;среда;7;1;0,0833;Редкое
8;среда;6;1;0,0833;Редкое
8;среда;18;1;0,0833;Редкое
8;среда;20;1;0,0833;Редкое
8;четверг;16;3;0,25;Частое
8;четверг;8;2;0,1667;Частое
8;четверг;2;1;0,0833;Частое
8;четверг;6;1;0,0833;Частое
8;четверг;12;1;0,0833;Частое
8;четверг;1;1;0,0833;Частое
8;четверг;17;1;0,0833;Частое
8;четверг;10;1;0,0833;Частое
8;четверг;14;1;0,0833;Частое
8;четверг;16;3;0,25;Редкое
8;четверг;8;2;0,1667;Редкое
8;четверг;2;1;0,0833;Редкое
8;четверг;6;1;0,0833;Редкое
8;четверг;12;1;0,0833;Редкое
8;четверг;1;1;0,0833;Редкое
8;четверг;17;1;0,0833;Редкое
8;четверг;10;1;0,0833;Редкое
8;четверг;14;1;0,0833;Редкое
8;пятница;1;2;0,1667;Частое
8;пятница;16;2;0,1667;Частое
8;пятница;8;2;0,1667;Частое
8;пятница;14;1;0,0833;Частое
8;пятница;9;1;0,0833;Частое
8;пятница;10;1;0,0833;Частое
8;пятница;12;1;0,0833;Частое
8;пятница;5;1;0,0833;Частое
8;пятница;13;1;0,0833;Частое
8;пятница;1;2;0,1667;Редкое
8;пятница;16;2;0,1667;Редкое
8;пятница;8;2;0,1667;Редкое
8;пятница;14;1;0,0833;Редкое
8;пятница;9;1;0,0833;Редкое
8;пятница;10;1;0,0833;Редкое
8;пятница;12;1;0,0833;Редкое
8;пятница;5;1;0,0833;Редкое
8;пятница;13;1;0,0833;Редкое
8;суббота;4;2;0,1667;Частое
8;суббота;18;2;0,1667;Частое
8;суббота;12;1;0,0833;Частое
8;суббота;15;1;0,0833;Частое
8;суббота;20;1;0,0833;Частое
8;суббота;8;1;0,0833;Частое
8;суббота;10;1;0,0833;Частое
8;суббота;14;1;0,0833;Частое
8;суббота;11;1;0,0833;Частое
8;суббота;16;1;0,0833;Частое
8;суббота;4;2;0,1667;Редкое
8;суббота;18;2;0,1667;Редкое
8;суббота;12;1;0,0833;Редкое
8;суббота;15;1;0,0833;Редкое
8;суббота;20;1;0,0833;Редкое
8;суббота;8;1;0,0833;Редкое
8;суббота;10;1;0,0833;Редкое
8;суббота;14;1;0,0833;Редкое
8;суббота;11;1;0,0833;Редкое
8;суббота;16;1;0,0833;Редкое
8;воскресенье;19;4;0,1667;Частое
8;воскресенье;4;3;0,125;Частое
8;воскресенье;6;3;0,125;Частое
8;воскресенье;3;3;0,125;Частое
8;воскресенье;5;2;0,0833;Частое
8;воскресенье;15;2;0,0833;Частое
8;воскресенье;13;1;0,0417;Частое
8;воскресенье;20;1;0,0417;Частое
8;воскресенье;7;1;0,0417;Частое
8;воскресенье;17;1;0,0417;Частое
8;воскресенье;3;3;0,125;Редкое
8;воскресенье;5;2;0,0833;Редкое
8;воскресенье;15;2;0,0833;Редкое
8;воскресенье;13;1;0,0417;Редкое
8;воскресенье;20;1;0,0417;Редкое
8;воскресенье;7;1;0,0417;Редкое
8;воскресенье;17;1;0,0417;Редкое
8;воскресенье;8;1;0,0417;Редкое
8;воскресенье;11;1;0,0417;Редкое
8;воскресенье;16;1;0,0417;Редкое
9;понедельник;15;4;0,1667;Частое
9;понедельник;13;3;0,125;Частое
9;понедельник;1;3;0,125;Частое
9;понедельник;12;2;0,0833;Частое
9;понедельник;6;2;0,0833;Частое
9;понедельник;17;2;0,0833;Частое
9;понедельник;5;1;0,0417;Частое
9;понедельник;10;1;0,0417;Частое
9;понедельник;4;1;0,0417;Частое
9;понедельник;19;1;0,0417;Частое
9;понедельник;6;2;0,0833;Редкое
9;понедельник;17;2;0,0833;Редкое
9;понедельник;5;1;0,0417;Редкое
9;понедельник;10;1;0,0417;Редкое
9;понедельник;4;1;0,0417;Редкое
9;понедельник;19;1;0,0417;Редкое
9;понедельник;9;1;0,0417;Редкое
9;понедельник;16;1;0,0417;Редкое
9;понедельник;8;1;0,0417;Редкое
9;понедельник;11;1;0,0417;Редкое
9;вторник;4;5;0,119;Частое
9;вторник;3;5;0,119;Частое
9;вторник;14;4;0,0952;Частое
9;вторник;19;3;0,0714;Частое
9;вторник;2;3;0,0714;Частое
9;вторник;8;3;0,0714;Частое
9;вторник;18;3;0,0714;Частое
9;вторник;1;3;0,0714;Частое
9;вторник;5;2;0,0476;Частое
9;вторник;13;2;0,0476;Частое
9;вторник;1;3;0,0714;Редкое
9;вторник;5;2;0,0476;Редкое
9;вторник;13;2;0,0476;Редкое
9;вторник;11;2;0,0476;Редкое
9;вторник;16;2;0,0476;Редкое
9;вторник;17;1;0,0238;Редкое
9;вторник;10;1;0,0238;Редкое
9;вторник;6;1;0,0238;Редкое
9;вторник;7;1;0,0238;Редкое
9;вторник;20;1;0,0238;Редкое
9;четверг;3;3;0,25;Частое
9;четверг;13;1;0,0833;Частое
9;четверг;15;1;0,0833;Частое
9;четверг;11;1;0,0833;Частое
9;четверг;19;1;0,0833;Частое
9;четверг;2;1;0,0833;Частое
9;четверг;12;1;0,0833;Частое
9;четверг;14;1;0,0833;Частое
9;четверг;5;1;0,0833;Частое
9;четверг;10;1;0,0833;Частое
9;четверг;3;3;0,25;Редкое
9;четверг;13;1;0,0833;Редкое
9;четверг;15;1;0,0833;Редкое
9;четверг;11;1;0,0833;Редкое
9;четверг;19;1;0,0833;Редкое
9;четверг;2;1;0,0833;Редкое
9;четверг;12;1;0,0833;Редкое
9;четверг;14;1;0,0833;Редкое
9;четверг;5;1;0,0833;Редкое
9;четверг;10;1;0,0833;Редкое
9;пятница;1;3;0,25;Частое
9;пятница;20;2;0,1667;Частое
9;пятница;5;1;0,0833;Частое
9;пятница;11;1;0,0833;Частое
9;пятница;13;1;0,0833;Частое
9;пятница;8;1;0,0833;Частое
9;пятница;16;1;0,0833;Частое
9;пятница;6;1;0,0833;Частое
9;пятница;14;1;0,0833;Частое
9;пятница;1;3;0,25;Редкое
9;пятница;20;2;0,1667;Редкое
9;пятница;5;1;0,0833;Редкое
9;пятница;11;1;0,0833;Редкое
9;пятница;13;1;0,0833;Редкое
9;пятница;8;1;0,0833;Редкое
9;пятница;16;1;0,0833;Редкое
9;пятница;6;1;0,0833;Редкое
9;пятница;14;1;0,0833;Редкое
9;суббота;9;2;0,1667;Частое
9;суббота;4;2;0,1667;Частое
9;суббота;14;2;0,1667;Частое
9;суббота;19;2;0,1667;Частое
9;суббота;11;1;0,0833;Частое
9;суббота;17;1;0,0833;Частое
9;суббота;20;1;0,0833;Частое
9;суббота;10;1;0,0833;Частое
9;суббота;9;2;0,1667;Редкое
9;суббота;4;2;0,1667;Редкое
9;суббота;14;2;0,1667;Редкое
9;суббота;19;2;0,1667;Редкое
9;суббота;11;1;0,0833;Редкое
9;суббота;17;1;0,0833;Редкое
9;суббота;20;1;0,0833;Редкое
9;суббота;10;1;0,0833;Редкое
9;воскресенье;7;3;0,25;Частое
9;воскресенье;9;2;0,1667;Частое
9;воскресенье;10;2;0,1667;Частое
9;воскресенье;4;1;0,0833;Частое
9;воскресенье;8;1;0,0833;Частое
9;воскресенье;19;1;0,0833;Частое
9;воскресенье;12;1;0,0833;Частое
9;воскресенье;17;1;0,0833;Частое
9;воскресенье;7;3;0,25;Редкое
9;воскресенье;9;2;0,1667;Редкое
9;воскресенье;10;2;0,1667;Редкое
9;воскресенье;4;1;0,0833;Редкое
9;воскресенье;8;1;0,0833;Редкое
9;воскресенье;19;1;0,0833;Редкое
9;воскресенье;12;1;0,0833;Редкое
9;воскресенье;17;1;0,0833;Редкое
10;понедельник;3;2;0,1667;Частое
10;понедельник;12;2;0,1667;Частое
10;понедельник;10;2;0,1667;Частое
10;понедельник;4;1;0,0833;Частое
10;понедельник;20;1;0,0833;Частое
10;понедельник;1;1;0,0833;Частое
10;понедельник;2;1;0,0833;Частое
10;понедельник;11;1;0,0833;Частое
10;понедельник;16;1;0,0833;Частое
10;понедельник;3;2;0,1667;Редкое
10;понедельник;12;2;0,1667;Редкое
10;понедельник;10;2;0,1667;Редкое
10;понедельник;4;1;0,0833;Редкое
10;понедельник;20;1;0,0833;Редкое
10;понедельник;1;1;0,0833;Редкое
10;понедельник;2;1;0,0833;Редкое
10;понедельник;11;1;0,0833;Редкое
10;понедельник;16;1;0,0833;Редкое
10;вторник;2;3;0,125;Частое
10;вторник;1;3;0,125;Частое
10;вторник;8;3;0,125;Частое
10;вторник;19;2;0,0833;Частое
10;вторник;4;2;0,0833;Частое
10;вторник;6;2;0,0833;Частое
10;вторник;7;1;0,0417;Частое
10;вторник;12;1;0,0417;Частое
10;вторник;5;1;0,0417;Частое
10;вторник;20;1;0,0417;Частое
10;вторник;6;2;0,0833;Редкое
10;вторник;7;1;0,0417;Редкое
10;вторник;12;1;0,0417;Редкое
10;вторник;5;1;0,0417;Редкое
10;вторник;20;1;0,0417;Редкое
10;вторник;3;1;0,0417;Редкое
10;вторник;14;1;0,0417;Редкое
10;вторник;18;1;0,0417;Редкое
10;вторник;11;1;0,0417;Редкое
10;вторник;13;1;0,0417;Редкое
10;среда;12;5;0,119;Частое
10;среда;20;4;0,0952;Частое
10;среда;8;4;0,0952;Частое
10;среда;1;3;0,0714;Частое
10;среда;14;3;0,0714;Частое
10;среда;17;3;0,0714;Частое
10;среда;16;3;0,0714;Частое
10;среда;10;2;0,0476;Частое
10;среда;11;2;0,0476;Частое
10;среда;19;2;0,0476;Частое
10;среда;19;2;0,0476;Редкое
10;среда;5;2;0,0476;Редкое
10;среда;3;2;0,0476;Редкое
10;среда;4;1;0,0238;Редкое
10;среда;7;1;0,0238;Редкое
10;среда;6;1;0,0238;Редкое
10;среда;9;1;0,0238;Редкое
10;среда;13;1;0,0238;Редкое
10;среда;2;1;0,0238;Редкое
10;среда;15;1;0,0238;Редкое
10;пятница;3;3;0,25;Частое
10;пятница;14;2;0,1667;Частое
10;пятница;6;1;0,0833;Частое
10;пятница;7;1;0,0833;Частое
10;пятница;17;1;0,0833;Частое
10;пятница;9;1;0,0833;Частое
10;пятница;12;1;0,0833;Частое
10;пятница;19;1;0,0833;Частое
10;пятница;8;1;0,0833;Частое
10;пятница;3;3;0,25;Редкое
10;пятница;14;2;0,1667;Редкое
10;пятница;6;1;0,0833;Редкое
10;пятница;7;1;0,0833;Редкое
10;пятница;17;1;0,0833;Редкое
10;пятница;9;1;0,0833;Редкое
10;пятница;12;1;0,0833;Редкое
10;пятница;19;1;0,0833;Редкое
10;пятница;8;1;0,0833;Редкое
10;суббота;18;2;0,1667;Частое
10;суббота;7;1;0,0833;Частое
10;суббота;13;1;0,0833;Частое
10;суббота;20;1;0,0833;Частое
10;суббота;8;1;0,0833;Частое
10;суббота;16;1;0,0833;Частое
10;суббота;3;1;0,0833;Частое
10;суббота;4;1;0,0833;Частое
10;суббота;10;1;0,0833;Частое
10;суббота;14;1;0,0833;Частое
10;суббота;7;1;0,0833;Редкое
10;суббота;13;1;0,0833;Редкое
10;суббота;20;1;0,0833;Редкое
10;суббота;8;1;0,0833;Редкое
10;суббота;16;1;0,0833;Редкое
10;суббота;3;1;0,0833;Редкое
10;суббота;4;1;0,0833;Редкое
10;суббота;10;1;0,0833;Редкое
10;суббота;14;1;0,0833;Редкое
10;суббота;17;1;0,0833;Редкое
10;воскресенье;6;2;0,1667;Частое
10;воскресенье;11;2;0,1667;Частое
10;воскресенье;3;1;0,0833;Частое
10;воскресенье;19;1;0,0833;Частое
10;воскресенье;9;1;0,0833;Частое
10;воскресенье;20;1;0,0833;Частое
10;воскресенье;12;1;0,0833;Частое
10;воскресенье;15;1;0,0833;Частое
10;воскресенье;17;1;0,0833;Частое
10;воскресенье;7;1;0,0833;Частое
10;воскресенье;6;2;0,1667;Редкое
10;воскресенье;11;2;0,1667;Редкое
10;воскресенье;3;1;0,0833;Редкое
10;воскресенье;19;1;0,0833;Редкое
10;воскресенье;9;1;0,0833;Редкое
10;воскресенье;20;1;0,0833;Редкое
10;воскресенье;12;1;0,0833;Редкое
10;воскресенье;15;1;0,0833;Редкое
10;воскресенье;17;1;0,0833;Редкое
10;воскресенье;7;1;0,0833;Редкое
11;понедельник;12;2;0,1667;Частое
11;понедельник;16;2;0,1667;Частое
11;понедельник;19;2;0,1667;Частое
11;понедельник;5;1;0,0833;Частое
11;понедельник;9;1;0,0833;Частое
11;понедельник;6;1;0,0833;Частое
11;понедельник;7;1;0,0833;Частое
11;понедельник;3;1;0,0833;Частое
11;понедельник;4;1;0,0833;Частое
11;понедельник;12;2;0,1667;Редкое
11;понедельник;16;2;0,1667;Редкое
11;понедельник;19;2;0,1667;Редкое
11;понедельник;5;1;0,0833;Редкое
11;понедельник;9;1;0,0833;Редкое
11;понедельник;6;1;0,0833;Редкое
11;понедельник;7;1;0,0833;Редкое
11;понедельник;3;1;0,0833;Редкое
11;понедельник;4;1;0,0833;Редкое
11;вторник;2;2;0,1667;Частое
11;вторник;7;1;0,0833;Частое
11;вторник;9;1;0,0833;Частое
11;вторник;15;1;0,0833;Частое
11;вторник;6;1;0,0833;Частое
11;вторник;13;1;0,0833;Частое
11;вторник;17;1;0,0833;Частое
11;вторник;8;1;0,0833;Частое
11;вторник;19;1;0,0833;Частое
11;вторник;3;1;0,0833;Частое
11;вторник;7;1;0,0833;Редкое
11;вторник;9;1;0,0833;Редкое
11;вторник;15;1;0,0833;Редкое
11;вторник;6;1;0,0833;Редкое
11;вторник;13;1;0,0833;Редкое
11;вторник;17;1;0,0833;Редкое
11;вторник;8;1;0,0833;Редкое
11;вторник;19;1;0,0833;Редкое
11;вторник;3;1;0,0833;Редкое
11;вторник;11;1;0,0833;Редкое
11;среда;4;3;0,125;Частое
11;среда;14;3;0,125;Частое
11;среда;3;2;0,0833;Частое
11;среда;6;2;0,0833;Частое
11;среда;17;2;0,0833;Частое
11;среда;7;2;0,0833;Частое
11;среда;2;1;0,0417;Частое
11;среда;18;1;0,0417;Частое
11;среда;9;1;0,0417;Частое
11;среда;15;1;0,0417;Частое
11;среда;2;1;0,0417;Редкое
11;среда;18;1;0,0417;Редкое
11;среда;9;1;0,0417;Редкое
11;среда;15;1;0,0417;Редкое
11;среда;19;1;0,0417;Редкое
11;среда;20;1;0,0417;Редкое
11;среда;10;1;0,0417;Редкое
11;среда;16;1;0,0417;Редкое
11;среда;8;1;0,0417;Редкое
11;среда;12;1;0,0417;Редкое
11;четверг;20;5;0,119;Частое
11;четверг;12;5;0,119;Частое
11;четверг;5;4;0,0952;Частое
11;четверг;15;3;0,0714;Частое
11;четверг;8;3;0,0714;Частое
11;четверг;19;3;0,0714;Частое
11;четверг;2;2;0,0476;Частое
11;четверг;6;2;0,0476;Частое
11;четверг;16;2;0,0476;Частое
11;четверг;10;2;0,0476;Частое
11;четверг;10;2;0,0476;Редкое
11;четверг;11;2;0,0476;Редкое
11;четверг;17;2;0,0476;Редкое
11;четверг;7;1;0,0238;Редкое
11;четверг;3;1;0,0238;Редкое
11;четверг;9;1;0,0238;Редкое
11;четверг;13;1;0,0238;Редкое
11;четверг;4;1;0,0238;Редкое
11;четверг;1;1;0,0238;Редкое
11;четверг;14;1;0,0238;Редкое
11;суббота;16;2;0,1667;Частое
11;суббота;17;2;0,1667;Частое
11;суббота;1;1;0,0833;Частое
11;суббота;6;1;0,0833;Частое
11;суббота;7;1;0,0833;Частое
11;суббота;2;1;0,0833;Частое
11;суббота;8;1;0,0833;Частое
11;суббота;9;1;0,0833;Частое
11;суббота;10;1;0,0833;Частое
11;суббота;15;1;0,0833;Частое
11;суббота;16;2;0,1667;Редкое
11;суббота;17;2;0,1667;Редкое
11;суббота;1;1;0,0833;Редкое
11;суббота;6;1;0,0833;Редкое
11;суббота;7;1;0,0833;Редкое
11;суббота;2;1;0,0833;Редкое
11;суббота;8;1;0,0833;Редкое
11;суббота;9;1;0,0833;Редкое
11;суббота;10;1;0,0833;Редкое
11;суббота;15;1;0,0833;Редкое
11;воскресенье;15;3;0,25;Частое
11;воскресенье;8;2;0,1667;Частое
11;воскресенье;17;1;0,0833;Частое
11;воскресенье;14;1;0,0833;Частое
11;воскресенье;20;1;0,0833;Частое
11;воскресенье;12;1;0,0833;Частое
11;воскресенье;4;1;0,0833;Частое
11;воскресенье;9;1;0,0833;Частое
11;воскресенье;18;1;0,0833;Частое
11;воскресенье;15;3;0,25;Редкое
11;воскресенье;8;2;0,1667;Редкое
11;воскресенье;17;1;0,0833;Редкое
11;воскресенье;14;1;0,0833;Редкое
11;воскресенье;20;1;0,0833;Редкое
11;воскресенье;12;1;0,0833;Редкое
11;воскресенье;4;1;0,0833;Редкое
11;воскресенье;9;1;0,0833;Редкое
11;воскресенье;18;1;0,0833;Редкое
12;понедельник;5;3;0,25;Частое
12;понедельник;6;2;0,1667;Частое
12;понедельник;10;2;0,1667;Частое
12;понедельник;14;2;0,1667;Частое
12;понедельник;17;1;0,0833;Частое
12;понедельник;15;1;0,0833;Частое
12;понедельник;16;1;0,0833;Частое
12;понедельник;5;3;0,25;Редкое
12;понедельник;6;2;0,1667;Редкое
12;понедельник;10;2;0,1667;Редкое
12;понедельник;14;2;0,1667;Редкое
12;понедельник;17;1;0,0833;Редкое
12;понедельник;15;1;0,0833;Редкое
12;понедельник;16;1;0,0833;Редкое
12;вторник;2;2;0,1667;Частое
12;вторник;3;2;0,1667;Частое
12;вторник;12;1;0,0833;Частое
12;вторник;5;1;0,0833;Частое
12;вторник;15;1;0,0833;Частое
12;вторник;4;1;0,0833;Частое
12;вторник;19;1;0,0833;Частое
12;вторник;1;1;0,0833;Частое
12;вторник;9;1;0,0833;Частое
12;вторник;11;1;0,0833;Частое
12;вторник;2;2;0,1667;Редкое
12;вторник;3;2;0,1667;Редкое
12;вторник;12;1;0,0833;Редкое
12;вторник;5;1;0,0833;Редкое
12;вторник;15;1;0,0833;Редкое
12;вторник;4;1;0,0833;Редкое
12;вторник;19;1;0,0833;Редкое
12;вторник;1;1;0,0833;Редкое
12;вторник;9;1;0,0833;Редкое
12;вторник;11;1;0,0833;Редкое
12;среда;15;2;0,1667;Частое
12;среда;18;2;0,1667;Частое
12;среда;7;1;0,0833;Частое
12;среда;13;1;0,0833;Частое
12;среда;4;1;0,0833;Частое
12;среда;19;1;0,0833;Частое
12;среда;8;1;0,0833;Частое
12;среда;14;1;0,0833;Частое
12;среда;9;1;0,0833;Частое
12;среда;10;1;0,0833;Частое
12;среда;15;2;0,1667;Редкое
12;среда;18;2;0,1667;Редкое
12;среда;7;1;0,0833;Редкое
12;среда;13;1;0,0833;Редкое
12;среда;4;1;0,0833;Редкое
12;среда;19;1;0,0833;Редкое
12;среда;8;1;0,0833;Редкое
12;среда;14;1;0,0833;Редкое
12;среда;9;1;0,0833;Редкое
12;среда;10;1;0,0833;Редкое
12;четверг;8;4;0,1667;Частое
12;четверг;2;2;0,0833;Частое
12;четверг;11;2;0,0833;Частое
12;четверг;14;2;0,0833;Частое
12;четверг;10;2;0,0833;Частое
12;четверг;12;2;0,0833;Частое
12;четверг;6;2;0,0833;Частое
12;четверг;16;1;0,0417;Частое
12;четверг;3;1;0,0417;Частое
12;четверг;4;1;0,0417;Частое
12;четверг;12;2;0,0833;Редкое
12;четверг;6;2;0,0833;Редкое
12;четверг;16;1;0,0417;Редкое
12;четверг;3;1;0,0417;Редкое
12;четверг;4;1;0,0417;Редкое
12;четверг;15;1;0,0417;Редкое
12;четверг;20;1;0,0417;Редкое
12;четверг;1;1;0,0417;Редкое
12;четверг;7;1;0,0417;Редкое
12;четверг;13;1;0,0417;Редкое
12;пятница;2;5;0,119;Частое
12;пятница;12;4;0,0952;Частое
12;пятница;16;4;0,0952;Частое
12;пятница;4;3;0,0714;Частое
12;пятница;8;3;0,0714;Частое
12;пятница;11;3;0,0714;Частое
12;пятница;6;2;0,0476;Частое
12;пятница;1;2;0,0476;Частое
12;пятница;17;2;0,0476;Частое
12;пятница;5;2;0,0476;Частое
12;пятница;5;2;0,0476;Редкое
12;пятница;3;2;0,0476;Редкое
12;пятница;13;2;0,0476;Редкое
12;пятница;9;2;0,0476;Редкое
12;пятница;20;1;0,0238;Редкое
12;пятница;7;1;0,0238;Редкое
12;пятница;18;1;0,0238;Редкое
12;пятница;10;1;0,0238;Редкое
12;пятница;19;1;0,0238;Редкое
12;пятница;14;1;0,0238;Редкое
12;воскресенье;13;2;0,1667;Частое
12;воскресенье;5;1;0,0833;Частое
12;воскресенье;16;1;0,0833;Частое
12;воскресенье;19;1;0,0833;Частое
12;воскресенье;8;1;0,0833;Частое
12;воскресенье;17;1;0,0833;Частое
12;воскресенье;2;1;0,0833;Частое
12;воскресенье;9;1;0,0833;Частое
12;воскресенье;1;1;0,0833;Частое
12;воскресенье;6;1;0,0833;Частое
12;воскресенье;5;1;0,0833;Редкое
12;воскресенье;16;1;0,0833;Редкое
12;воскресенье;19;1;0,0833;Редкое
12;воскресенье;8;1;0,0833;Редкое
12;воскресенье;17;1;0,0833;Редкое
12;воскресенье;2;1;0,0833;Редкое
12;воскресенье;9;1;0,0833;Редкое
12;воскресенье;1;1;0,0833;Редкое
12;воскресенье;6;1;0,0833;Редкое
12;воскресенье;15;1;0,0833;Редкое
13;понедельник;5;2;0,1667;Частое
13;понедельник;18;2;0,1667;Частое
13;понедельник;3;2;0,1667;Частое
13;понедельник;13;1;0,0833;Частое
13;понедельник;2;1;0,0833;Частое
13;понедельник;11;1;0,0833;Частое
13;понедельник;6;1;0,0833;Частое
13;понедельник;7;1;0,0833;Частое
13;понедельник;12;1;0,0833;Частое
13;понедельник;5;2;0,1667;Редкое
13;понедельник;18;2;0,1667;Редкое
13;понедельник;3;2;0,1667;Редкое
13;понедельник;13;1;0,0833;Редкое
13;понедельник;2;1;0,0833;Редкое
13;понедельник;11;1;0,0833;Редкое
13;понедельник;6;1;0,0833;Редкое
13;понедельник;7;1;0,0833;Редкое
13;понедельник;12;1;0,0833;Редкое
13;вторник;20;2;0,1667;Частое
13;вторник;12;2;0,1667;Частое
13;вторник;7;1;0,0833;Частое
13;вторник;9;1;0,0833;Частое
13;вторник;8;1;0,0833;Частое
13;вторник;18;1;0,0833;Частое
13;вторник;1;1;0,0833;Частое
13;вторник;16;1;0,0833;Частое
13;вторник;4;1;0,0833;Частое
13;вторник;15;1;0,0833;Частое
13;вторник;20;2;0,1667;Редкое
13;вторник;12;2;0,1667;Редкое
13;вторник;7;1;0,0833;Редкое
13;вторник;9;1;0,0833;Редкое
13;вторник;8;1;0,0833;Редкое
13;вторник;18;1;0,0833;Редкое
13;вторник;1;1;0,0833;Редкое
13;вторник;16;1;0,0833;Редкое
13;вторник;4;1;0,0833;Редкое
13;вторник;15;1;0,0833;Редкое
13;среда;19;2;0,1667;Частое
13;среда;15;1;0,0833;Частое
