№ Тиражей;№Поз 1;№Поз 2;№Поз 3;№Поз 4;№Поз 5;№Поз 6;№Поз 7;№Поз 8;№Поз 9;№Поз 10;№Поз 11;№Поз 12;№Поз 13;№Поз 14;№Поз 15;№Поз 16;№Поз 17;№Поз 18;№Поз 19;№Поз 20
1566_1575;1,66666667;2,50000000;2,00000000;10,00000000;2,00000000;1,66666667;2,50000000;3,33333333;3,33333333;1,66666667;2,00000000;3,33333333;2,00000000;5,00000000;5,00000000;2,00000000;5,00000000;3,33333333;2,50000000;3,33333333
1567_1576;2,50000000;5,00000000;3,33333333;1,66666667;3,33333333;2,00000000;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000;1,66666667;2,50000000;3,33333333;5,00000000;2,50000000;2,50000000;10,00000000;5,00000000;10,00000000
1568_1577;2,50000000;1,66666667;2,00000000;2,50000000;2,50000000;2,50000000;2,50000000;5,00000000;3,33333333;2,00000000;1,66666667;1,66666667;2,50000000;2,50000000;1,66666667;1,66666667;1,66666667;10,00000000;5,00000000;2,00000000
1569_1578;3,33333333;1,66666667;2,00000000;2,00000000;3,33333333;3,33333333;10,00000000;2,50000000;3,33333333;3,33333333;5,00000000;2,00000000;10,00000000;10,00000000;5,00000000;3,33333333;3,33333333;5,00000000;3,33333333;3,33333333
1570_1579;3,33333333;3,33333333;5,00000000;1,66666667;2,00000000;3,33333333;3,33333333;2,00000000;5,00000000;10,00000000;3,33333333;2,50000000;1,66666667;5,00000000;3,33333333;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333
1571_1580;1,66666667;2,50000000;2,00000000;5,00000000;3,33333333;2,50000000;3,33333333;2,00000000;2,50000000;2,00000000;5,00000000;1,66666667;3,33333333;10,00000000;3,33333333;2,50000000;5,00000000;2,50000000;3,33333333;5,00000000
1572_1581;2,50000000;2,00000000;5,00000000;3,33333333;1,66666667;3,33333333;2,50000000;2,50000000;2,50000000;1,42857143;2,50000000;3,33333333;5,00000000;2,50000000;1,66666667;2,50000000;3,33333333;5,00000000;1,66666667;5,00000000
1573_1582;2,00000000;3,33333333;1,66666667;1,66666667;2,50000000;5,00000000;2,50000000;2,00000000;5,00000000;2,00000000;5,00000000;2,00000000;5,00000000;2,50000000;5,00000000;1,42857143;3,33333333;10,00000000;2,00000000;3,33333333
1574_1583;3,33333333;3,33333333;2,00000000;2,50000000;5,00000000;1,66666667;3,33333333;3,33333333;5,00000000;1,66666667;2,50000000;2,50000000;2,50000000;5,00000000;3,33333333;2,00000000;2,50000000;10,00000000;2,50000000;2,50000000
1575_1584;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;1,66666667;3,33333333;3,33333333;3,33333333;2,50000000;2,50000000;2,50000000;2,50000000;5,00000000;5,00000000;1,66666667;3,33333333;10,00000000;3,33333333;2,50000000
1576_1585;1,66666667;1,66666667;2,00000000;3,33333333;3,33333333;1,66666667;2,00000000;2,00000000;5,00000000;3,33333333;2,00000000;3,33333333;5,00000000;2,50000000;1,66666667;3,33333333;1,66666667;3,33333333;1,66666667;3,33333333
1577_1586;2,50000000;1,66666667;3,33333333;2,50000000;5,00000000;2,00000000;2,50000000;3,33333333;3,33333333;2,50000000;2,00000000;2,50000000;5,00000000;-;5,00000000;2,00000000;2,50000000;10,00000000;2,50000000;2,00000000
1578_1587;2,50000000;2,00000000;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;1,66666667;3,33333333;3,33333333;2,00000000;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;5,00000000;10,00000000;1,66666667
1579_1588;3,33333333;1,66666667;1,66666667;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333;2,50000000;10,00000000;3,33333333;1,42857143;3,33333333;3,33333333;2,00000000
1580_1589;5,00000000;3,33333333;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;5,00000000;1,66666667;3,33333333;3,33333333;3,33333333;5,00000000;1,42857143;2,50000000;10,00000000;5,00000000;3,33333333;2,00000000
1581_1590;2,50000000;2,50000000;2,00000000;1,66666667;2,50000000;3,33333333;1,42857143;2,50000000;3,33333333;3,33333333;10,00000000;3,33333333;5,00000000;2,00000000;1,42857143;3,33333333;5,00000000;5,00000000;2,00000000;2,50000000
1582_1591;2,50000000;2,50000000;1,25000000;3,33333333;2,00000000;2,50000000;1,66666667;3,33333333;5,00000000;3,33333333;2,00000000;10,00000000;3,33333333;1,25000000;10,00000000;2,50000000;2,50000000;5,00000000;3,33333333;2,50000000
1583_1592;2,00000000;2,00000000;2,50000000;2,50000000;2,50000000;2,50000000;2,00000000;3,33333333;5,00000000;1,66666667;2,50000000;1,66666667;2,50000000;3,33333333;5,00000000;3,33333333;5,00000000;3,33333333;3,33333333;2,50000000
1584_1593;3,33333333;5,00000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333
1585_1594;5,00000000;2,50000000;1,66666667;3,33333333;1,66666667;2,50000000;2,00000000;2,00000000;5,00000000;3,33333333;2,50000000;2,00000000;2,00000000;2,50000000;2,00000000;3,33333333;2,00000000;3,33333333;2,50000000;3,33333333
1586_1595;5,00000000;1,66666667;5,00000000;5,00000000;2,00000000;5,00000000;1,66666667;10,00000000;5,00000000;2,50000000;10,00000000;3,33333333;5,00000000;1,66666667;3,33333333;10,00000000;2,50000000;1,66666667;5,00000000;1,66666667
1587_1596;2,00000000;5,00000000;2,00000000;2,00000000;1,25000000;2,00000000;3,33333333;5,00000000;2,50000000;3,33333333;2,50000000;2,00000000;3,33333333;10,00000000;2,00000000;2,00000000;2,00000000;2,50000000;2,00000000;3,33333333
1588_1597;3,33333333;5,00000000;5,00000000;2,00000000;2,50000000;1,66666667;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;2,00000000;5,00000000;3,33333333;10,00000000;2,50000000;5,00000000;2,50000000;2,50000000;5,00000000
1589_1598;10,00000000;1,42857143;3,33333333;2,00000000;1,66666667;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;2,50000000;5,00000000;2,50000000;2,50000000;3,33333333;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333
1590_1599;5,00000000;2,00000000;2,00000000;2,50000000;2,00000000;2,50000000;2,50000000;2,00000000;2,00000000;5,00000000;2,00000000;5,00000000;2,00000000;3,33333333;5,00000000;5,00000000;-;3,33333333;5,00000000;3,33333333
1591_1600;3,33333333;2,50000000;2,50000000;2,50000000;2,50000000;1,42857143;2,50000000;3,33333333;1,66666667;10,00000000;-;2,50000000;2,00000000;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;5,00000000
1592_1601;1,66666667;3,33333333;1,42857143;3,33333333;2,00000000;2,00000000;1,66666667;2,50000000;2,00000000;2,00000000;5,00000000;10,00000000;2,00000000;5,00000000;1,66666667;3,33333333;3,33333333;5,00000000;10,00000000;10,00000000
1593_1602;2,00000000;5,00000000;2,50000000;5,00000000;2,50000000;3,33333333;2,00000000;2,50000000;2,50000000;2,50000000;1,66666667;5,00000000;3,33333333;3,33333333;-;5,00000000;3,33333333;2,50000000;1,66666667;1,66666667
1594_1603;3,33333333;2,50000000;1,66666667;2,50000000;1,66666667;1,66666667;5,00000000;1,66666667;2,00000000;2,00000000;-;2,00000000;2,50000000;10,00000000;2,50000000;2,00000000;5,00000000;5,00000000;5,00000000;10,00000000
1595_1604;2,00000000;1,66666667;3,33333333;1,66666667;2,50000000;5,00000000;2,50000000;2,50000000;2,00000000;2,50000000;10,00000000;5,00000000;2,00000000;10,00000000;3,33333333;5,00000000;2,50000000;10,00000000;2,50000000;3,33333333
1596_1605;1,66666667;1,66666667;1,66666667;1,66666667;5,00000000;5,00000000;2,50000000;3,33333333;1,66666667;1,66666667;5,00000000;10,00000000;5,00000000;3,33333333;2,00000000;3,33333333;1,66666667;5,00000000;1,66666667;1,66666667
1597_1606;2,00000000;3,33333333;5,00000000;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;2,50000000;3,33333333;3,33333333;2,50000000;5,00000000;2,00000000;2,50000000;2,50000000
1598_1607;2,00000000;3,33333333;1,66666667;3,33333333;5,00000000;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;2,00000000;3,33333333;5,00000000;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;5,00000000
1599_1608;5,00000000;2,00000000;2,50000000;2,00000000;5,00000000;5,00000000;2,50000000;1,66666667;2,50000000;2,00000000;2,50000000;3,33333333;2,00000000;3,33333333;3,33333333;5,00000000;3,33333333;3,33333333;2,50000000;5,00000000
1600_1609;3,33333333;3,33333333;1,66666667;5,00000000;2,50000000;3,33333333;2,50000000;2,50000000;5,00000000;3,33333333;3,33333333;5,00000000;5,00000000;2,00000000;3,33333333;5,00000000;5,00000000;3,33333333;2,50000000;3,33333333
1601_1610;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;5,00000000;2,50000000;1,66666667;5,00000000;1,66666667;3,33333333;3,33333333;3,33333333;2,50000000;-;5,00000000;2,00000000;2,50000000;5,00000000;1,66666667
1602_1611;3,33333333;3,33333333;2,00000000;3,33333333;10,00000000;5,00000000;2,00000000;2,00000000;2,00000000;2,50000000;5,00000000;10,00000000;2,00000000;3,33333333;10,00000000;3,33333333;5,00000000;2,50000000;2,00000000;5,00000000
1603_1612;2,00000000;5,00000000;2,50000000;2,50000000;10,00000000;5,00000000;5,00000000;2,50000000;3,33333333;2,00000000;3,33333333;10,00000000;5,00000000;10,00000000;5,00000000;10,00000000;10,00000000;2,50000000;2,50000000;2,50000000
1604_1613;2,00000000;5,00000000;1,66666667;2,50000000;1,66666667;3,33333333;3,33333333;2,00000000;5,00000000;3,33333333;3,33333333;2,50000000;2,50000000;2,00000000;1,66666667;3,33333333;5,00000000;3,33333333;10,00000000;2,00000000
1605_1614;5,00000000;2,50000000;2,50000000;2,00000000;2,00000000;2,50000000;5,00000000;2,00000000;5,00000000;2,00000000;3,33333333;1,42857143;5,00000000;10,00000000;5,00000000;2,50000000;2,00000000;2,00000000;3,33333333;2,00000000
1606_1615;5,00000000;3,33333333;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000;2,50000000;1,66666667;2,00000000;2,50000000;2,50000000;2,00000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000;2,50000000
1607_1616;3,33333333;2,50000000;2,00000000;2,50000000;3,33333333;1,66666667;3,33333333;2,50000000;3,33333333;3,33333333;10,00000000;2,50000000;3,33333333;1,25000000;1,66666667;5,00000000;2,50000000;10,00000000;3,33333333;3,33333333
1608_1617;3,33333333;1,66666667;1,66666667;2,50000000;3,33333333;2,00000000;2,00000000;1,66666667;3,33333333;2,00000000;2,50000000;3,33333333;2,00000000;2,00000000;3,33333333;2,50000000;5,00000000;2,50000000;10,00000000;3,33333333
1609_1618;2,50000000;2,50000000;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;3,33333333;1,66666667;3,33333333;5,00000000;5,00000000;2,00000000;2,50000000;5,00000000;5,00000000;2,50000000;2,50000000;5,00000000;1,25000000
1610_1619;2,50000000;2,00000000;3,33333333;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;2,00000000;5,00000000;1,66666667;10,00000000;10,00000000;2,50000000;10,00000000;2,50000000;5,00000000;10,00000000
1611_1620;2,50000000;1,66666667;2,50000000;3,33333333;1,25000000;2,00000000;1,66666667;2,50000000;2,50000000;10,00000000;5,00000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000
1612_1621;3,33333333;3,33333333;3,33333333;1,42857143;2,50000000;2,50000000;5,00000000;3,33333333;2,00000000;3,33333333;1,66666667;2,00000000;5,00000000;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;5,00000000;2,50000000
1613_1622;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;2,00000000;3,33333333;2,00000000;1,25000000;3,33333333;3,33333333;2,50000000;5,00000000;1,66666667;5,00000000;3,33333333;5,00000000;2,50000000;5,00000000;2,00000000
1614_1623;5,00000000;2,50000000;2,50000000;2,50000000;1,66666667;5,00000000;3,33333333;5,00000000;3,33333333;3,33333333;3,33333333;2,50000000;2,00000000;2,00000000;5,00000000;10,00000000;10,00000000;3,33333333;3,33333333;2,00000000
1615_1624;2,50000000;3,33333333;1,66666667;5,00000000;2,50000000;1,42857143;1,66666667;10,00000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;2,00000000;-;10,00000000;2,00000000;1,66666667;5,00000000
1616_1625;1,66666667;2,50000000;2,00000000;2,50000000;10,00000000;2,00000000;2,00000000;1,66666667;5,00000000;3,33333333;-;10,00000000;10,00000000;2,50000000;1,66666667;2,00000000;2,50000000;3,33333333;10,00000000;2,50000000
1617_1626;3,33333333;1,66666667;2,00000000;2,50000000;2,00000000;2,00000000;2,00000000;2,50000000;5,00000000;1,66666667;5,00000000;2,50000000;5,00000000;2,50000000;5,00000000;2,00000000;3,33333333;2,00000000;2,00000000;3,33333333
1618_1627;2,50000000;2,50000000;2,50000000;10,00000000;2,00000000;2,00000000;2,00000000;1,42857143;3,33333333;5,00000000;5,00000000;2,50000000;3,33333333;2,00000000;5,00000000;2,00000000;2,50000000;2,00000000;2,00000000;3,33333333
1619_1628;2,50000000;10,00000000;3,33333333;3,33333333;3,33333333;2,50000000;2,50000000;5,00000000;2,50000000;1,66666667;2,00000000;5,00000000;2,00000000;5,00000000;5,00000000;3,33333333;2,50000000;3,33333333;2,50000000;5,00000000
1620_1629;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;5,00000000;3,33333333;2,00000000;2,00000000;5,00000000;2,00000000;2,50000000;3,33333333;-;3,33333333;2,00000000;10,00000000;3,33333333;5,00000000;10,00000000
1621_1630;1,66666667;5,00000000;3,33333333;1,66666667;2,50000000;3,33333333;1,66666667;2,00000000;2,50000000;2,50000000;-;10,00000000;3,33333333;2,50000000;-;2,00000000;3,33333333;3,33333333;3,33333333;3,33333333
1622_1631;5,00000000;2,00000000;5,00000000;10,00000000;5,00000000;1,42857143;2,50000000;1,66666667;2,50000000;2,50000000;3,33333333;5,00000000;3,33333333;2,50000000;5,00000000;2,50000000;2,00000000;1,66666667;2,50000000;10,00000000
1623_1632;1,42857143;2,50000000;2,00000000;1,42857143;5,00000000;3,33333333;3,33333333;2,50000000;2,50000000;3,33333333;5,00000000;2,50000000;5,00000000;10,00000000;2,00000000;2,50000000;3,33333333;2,50000000;2,50000000;1,42857143
1624_1633;2,50000000;2,00000000;2,50000000;1,66666667;2,00000000;3,33333333;3,33333333;1,66666667;2,50000000;5,00000000;10,00000000;10,00000000;3,33333333;2,50000000;10,00000000;1,66666667;2,00000000;10,00000000;10,00000000;3,33333333
1625_1634;3,33333333;2,50000000;2,50000000;1,66666667;2,00000000;2,00000000;2,00000000;2,00000000;2,00000000;2,00000000;3,33333333;3,33333333;3,33333333;2,50000000;1,66666667;3,33333333;2,00000000;1,66666667;3,33333333;2,00000000
1626_1635;2,50000000;2,50000000;3,33333333;2,00000000;1,66666667;1,66666667;5,00000000;1,66666667;2,00000000;2,50000000;10,00000000;5,00000000;2,00000000;-;5,00000000;-;3,33333333;2,00000000;5,00000000;5,00000000
1627_1636;3,33333333;2,50000000;2,00000000;2,50000000;1,66666667;2,00000000;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;5,00000000;5,00000000;2,00000000;2,50000000;3,33333333;3,33333333;5,00000000;5,00000000;5,00000000
1628_1637;2,00000000;1,66666667;2,00000000;3,33333333;1,66666667;2,50000000;1,66666667;3,33333333;1,66666667;1,66666667;1,66666667;2,00000000;10,00000000;2,00000000;3,33333333;3,33333333;3,33333333;2,50000000;2,50000000;3,33333333
1629_1638;2,50000000;5,00000000;10,00000000;2,00000000;3,33333333;2,50000000;2,50000000;10,00000000;1,66666667;2,50000000;10,00000000;2,50000000;2,50000000;2,50000000;1,66666667;3,33333333;2,00000000;2,50000000;10,00000000;2,00000000
1630_1639;2,50000000;2,00000000;2,00000000;1,66666667;2,50000000;2,00000000;2,00000000;5,00000000;2,50000000;1,66666667;3,33333333;2,00000000;3,33333333;3,33333333;5,00000000;-;3,33333333;5,00000000;2,50000000;2,50000000
1631_1640;1,66666667;10,00000000;1,66666667;3,33333333;2,50000000;2,50000000;1,66666667;2,50000000;2,50000000;1,42857143;1,66666667;1,66666667;2,50000000;5,00000000;5,00000000;1,25000000;2,50000000;2,50000000;2,00000000;2,50000000
1632_1641;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000;2,50000000;2,50000000;2,50000000;10,00000000;5,00000000;2,00000000;2,50000000;3,33333333;5,00000000;3,33333333;2,00000000;3,33333333;2,50000000;-;5,00000000
1633_1642;2,50000000;2,50000000;2,50000000;3,33333333;5,00000000;2,00000000;2,50000000;5,00000000;2,00000000;5,00000000;1,66666667;2,50000000;2,50000000;2,50000000;5,00000000;2,00000000;2,00000000;2,50000000;3,33333333;5,00000000
1634_1643;2,00000000;2,50000000;1,42857143;2,50000000;1,25000000;3,33333333;3,33333333;3,33333333;3,33333333;1,66666667;1,66666667;3,33333333;-;3,33333333;3,33333333;3,33333333;3,33333333;2,00000000;3,33333333;2,00000000
1635_1644;5,00000000;3,33333333;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;10,00000000;-;3,33333333;3,33333333;5,00000000;-;5,00000000;2,50000000;2,50000000
1636_1645;5,00000000;2,50000000;2,50000000;2,00000000;3,33333333;5,00000000;2,50000000;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000;5,00000000;1,42857143;3,33333333;3,33333333;2,00000000;1,66666667;5,00000000;5,00000000
1637_1646;2,50000000;2,50000000;5,00000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;5,00000000;1,66666667;3,33333333;2,00000000;2,00000000;2,00000000;2,50000000;2,50000000;5,00000000;2,50000000;5,00000000;2,00000000
1638_1647;5,00000000;3,33333333;2,00000000;2,50000000;3,33333333;2,00000000;1,66666667;2,00000000;2,50000000;3,33333333;5,00000000;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333;1,66666667;5,00000000;3,33333333;3,33333333
1639_1648;2,50000000;3,33333333;3,33333333;1,66666667;5,00000000;2,00000000;2,50000000;2,50000000;2,00000000;2,00000000;10,00000000;2,00000000;2,00000000;2,50000000;2,00000000;10,00000000;3,33333333;2,00000000;3,33333333;2,50000000
1640_1649;2,50000000;2,00000000;3,33333333;1,66666667;1,66666667;2,50000000;2,00000000;3,33333333;5,00000000;2,50000000;2,00000000;1,66666667;1,66666667;3,33333333;3,33333333;10,00000000;3,33333333;2,50000000;10,00000000;3,33333333
1641_1650;2,50000000;1,42857143;3,33333333;2,50000000;1,66666667;5,00000000;5,00000000;1,42857143;2,50000000;1,66666667;2,50000000;10,00000000;2,50000000;2,50000000;5,00000000;2,50000000;-;2,00000000;1,42857143;2,50000000
1642_1651;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;2,50000000;1,66666667;1,66666667;2,50000000;2,50000000;5,00000000;3,33333333;5,00000000;2,50000000;1,66666667;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000
1643_1652;2,00000000;5,00000000;5,00000000;5,00000000;2,50000000;2,50000000;10,00000000;2,50000000;2,00000000;2,00000000;3,33333333;3,33333333;3,33333333;2,50000000;1,66666667;3,33333333;2,00000000;2,00000000;2,50000000;2,00000000
1644_1653;5,00000000;3,33333333;2,00000000;2,00000000;2,50000000;2,50000000;2,00000000;3,33333333;2,00000000;2,50000000;2,50000000;2,50000000;10,00000000;1,42857143;2,50000000;5,00000000;3,33333333;2,50000000;1,42857143;2,50000000
1645_1654;3,33333333;1,66666667;3,33333333;10,00000000;5,00000000;2,00000000;2,00000000;2,00000000;5,00000000;1,66666667;3,33333333;2,00000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;3,33333333;5,00000000
1646_1655;2,00000000;1,42857143;1,66666667;5,00000000;2,50000000;2,50000000;5,00000000;2,00000000;2,00000000;2,50000000;3,33333333;2,50000000;2,00000000;2,00000000;5,00000000;2,00000000;5,00000000;5,00000000;-;2,00000000
1647_1656;1,66666667;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000;1,25000000;3,33333333;5,00000000;2,50000000;2,50000000;2,50000000;1,66666667;2,50000000;3,33333333;2,00000000;2,50000000;10,00000000;5,00000000
1648_1657;2,00000000;1,25000000;1,66666667;5,00000000;5,00000000;1,66666667;5,00000000;5,00000000;3,33333333;5,00000000;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333;3,33333333;2,50000000;2,50000000;2,00000000;3,33333333
1649_1658;2,00000000;3,33333333;5,00000000;1,66666667;2,00000000;2,50000000;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333;-;2,50000000;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333;5,00000000;3,33333333
1650_1659;3,33333333;2,50000000;5,00000000;3,33333333;3,33333333;2,50000000;3,33333333;1,25000000;3,33333333;3,33333333;2,00000000;2,00000000;5,00000000;2,50000000;2,50000000;3,33333333;-;3,33333333;2,50000000;3,33333333
1651_1660;2,50000000;1,42857143;5,00000000;5,00000000;2,50000000;1,42857143;2,50000000;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;5,00000000;3,33333333;2,00000000;3,33333333;1,25000000;5,00000000;10,00000000;1,66666667
1652_1661;2,50000000;1,42857143;5,00000000;2,00000000;2,50000000;2,50000000;5,00000000;2,50000000;2,50000000;1,25000000;5,00000000;5,00000000;10,00000000;5,00000000;3,33333333;10,00000000;5,00000000;2,50000000;3,33333333;2,00000000
1653_1662;2,00000000;1,66666667;3,33333333;2,50000000;5,00000000;5,00000000;5,00000000;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;10,00000000;3,33333333;5,00000000;2,00000000;2,00000000;1,66666667;2,50000000;2,50000000
1654_1663;3,33333333;5,00000000;2,50000000;2,50000000;1,66666667;2,50000000;3,33333333;5,00000000;2,00000000;1,42857143;3,33333333;-;2,00000000;3,33333333;3,33333333;2,50000000;2,50000000;5,00000000;2,00000000;5,00000000
1655_1664;5,00000000;2,50000000;2,50000000;2,00000000;2,50000000;5,00000000;5,00000000;3,33333333;5,00000000;2,00000000;2,00000000;2,00000000;5,00000000;3,33333333;2,50000000;2,50000000;10,00000000;3,33333333;2,00000000;2,50000000
1656_1665;1,66666667;2,00000000;5,00000000;3,33333333;2,50000000;2,00000000;5,00000000;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;5,00000000;2,00000000;3,33333333;2,00000000;5,00000000;3,33333333;5,00000000;2,00000000
1657_1666;2,00000000;2,00000000;1,42857143;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333;2,00000000;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333;5,00000000;3,33333333
1658_1667;2,50000000;2,00000000;2,00000000;3,33333333;2,50000000;2,00000000;2,50000000;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000;3,33333333;3,33333333;5,00000000;3,33333333;2,00000000;2,50000000;2,50000000;5,00000000
1659_1668;2,00000000;3,33333333;3,33333333;2,50000000;2,00000000;2,50000000;1,66666667;2,50000000;3,33333333;1,66666667;2,00000000;3,33333333;5,00000000;3,33333333;1,66666667;3,33333333;2,50000000;-;-;5,00000000
1660_1669;2,00000000;10,00000000;3,33333333;1,66666667;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;3,33333333;3,33333333;10,00000000;2,50000000;2,50000000;3,33333333;2,50000000
1661_1670;3,33333333;5,00000000;2,00000000;3,33333333;1,66666667;3,33333333;2,00000000;1,66666667;2,00000000;2,00000000;5,00000000;2,00000000;10,00000000;3,33333333;3,33333333;2,50000000;3,33333333;3,33333333;-;2,50000000
1662_1671;2,50000000;10,00000000;2,00000000;2,00000000;3,33333333;2,50000000;2,50000000;5,00000000;2,00000000;2,50000000;5,00000000;3,33333333;-;10,00000000;2,50000000;10,00000000;5,00000000;5,00000000;3,33333333;1,66666667
1663_1672;5,00000000;2,00000000;3,33333333;2,00000000;2,50000000;1,66666667;2,00000000;2,50000000;3,33333333;10,00000000;2,00000000;2,00000000;3,33333333;3,33333333;10,00000000;2,00000000;3,33333333;2,50000000;-;3,33333333
1664_1673;2,00000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;2,00000000;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333;-;5,00000000;3,33333333;3,33333333;10,00000000;2,00000000
1665_1674;3,33333333;3,33333333;2,00000000;3,33333333;5,00000000;2,00000000;2,00000000;2,00000000;2,50000000;10,00000000;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000;10,00000000;10,00000000;-;5,00000000;2,50000000
1666_1675;2,00000000;2,00000000;3,33333333;3,33333333;2,00000000;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;10,00000000;10,00000000;3,33333333;2,50000000;2,00000000;10,00000000;2,50000000;5,00000000;2,00000000;2,00000000
1667_1676;2,50000000;1,66666667;2,50000000;2,50000000;2,50000000;2,50000000;2,00000000;1,66666667;2,50000000;3,33333333;3,33333333;2,00000000;5,00000000;2,50000000;2,50000000;2,00000000;5,00000000;2,00000000;5,00000000;1,66666667
1668_1677;2,50000000;5,00000000;2,50000000;2,50000000;3,33333333;5,00000000;5,00000000;2,00000000;2,00000000;2,00000000;5,00000000;2,50000000;3,33333333;5,00000000;2,50000000;3,33333333;5,00000000;5,00000000;2,00000000;10,00000000
1669_1678;2,50000000;3,33333333;5,00000000;2,00000000;3,33333333;2,00000000;5,00000000;3,33333333;2,00000000;3,33333333;3,33333333;5,00000000;2,50000000;2,50000000;10,00000000;5,00000000;5,00000000;10,00000000;1,42857143;10,00000000
1670_1679;1,66666667;2,00000000;2,00000000;10,00000000;3,33333333;1,66666667;1,66666667;2,00000000;3,33333333;3,33333333;2,00000000;10,00000000;10,00000000;2,00000000;5,00000000;10,00000000;2,00000000;10,00000000;3,33333333;2,50000000
1671_1680;5,00000000;5,00000000;2,50000000;1,42857143;10,00000000;2,00000000;1,66666667;2,00000000;2,50000000;2,50000000;5,00000000;3,33333333;10,00000000;2,50000000;3,33333333;3,33333333;5,00000000;3,33333333;10,00000000;2,00000000
1672_1681;1,66666667;3,33333333;2,50000000;2,50000000;3,33333333;3,33333333;1,42857143;2,50000000;1,66666667;2,00000000;2,50000000;3,33333333;5,00000000;2,50000000;3,33333333;2,00000000;2,50000000;3,33333333;10,00000000;3,33333333
1673_1682;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000;2,50000000;2,50000000;10,00000000;2,50000000;2,00000000;3,33333333;5,00000000;10,00000000;1,66666667;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333
1674_1683;2,00000000;1,42857143;1,42857143;3,33333333;5,00000000;1,42857143;2,50000000;5,00000000;2,00000000;5,00000000;2,50000000;2,00000000;-;3,33333333;5,00000000;2,00000000;2,00000000;3,33333333;2,50000000;3,33333333
1675_1684;2,00000000;2,00000000;2,50000000;2,50000000;1,42857143;3,33333333;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333;2,00000000;3,33333333;2,00000000;1,42857143;5,00000000;2,50000000;10,00000000;3,33333333;3,33333333
